,comment_text,id,identity_hate,insult,obscene,severe_toxic,threat,toxic
131,"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",88c8a6f613ad4371,1,1,1,1,0,1
132,. J Delanoys house is going to be fire bombed!!,e69c9d9e1ef686aa,0,0,0,0,1,1
133,"""
No, it does not.  The """"world's third oldest airline"""" refers to an airline that is still operating today.  Have a look at the table again.  Qantas is thirded by KLM and Avianca.  However, according to the reference that is actually cited, Qantas claimed that they are the world's second oldest airline. http://www.qantas.com.au/infodetail/about/FactFiles.pdf""",fe49eb76c4bf5bf8,0,0,0,0,0,0
134,"It has been in the infobox for over 3 months on a highly watched page like this. All EU members have this date, and it is not surprising that Mexico doesn't, as there is no institution comparable to the EU in North America. could you please obtain consensus to remove this information at Template talk:Infobox country where this discussion belongs?  (討論)",c23f23160ae74ec7,0,0,0,0,0,0
135,"Milton cooper was a criminal 

Why you defending him, he attempted to murder a sheriff, wether you want to accept the truth or not! Your personal fantasy does not overide the truth. Block me and ill take action and change my IP in about 30 minutes )203.192.91.4",0078c7451d3c70ee,0,0,0,0,0,1
136,"Suspected sockpuppet of User:Stho002 

Report filed here",8db250223f8d9606,0,0,0,0,0,0
137,become baby killers and mass murderers of todays tomorrow,6340ef68157949d2,0,0,0,0,0,1
138,"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",a3f0a4615bac7390,1,0,0,0,0,1
139,"""

Speaking on behalf of the subject of an article is a conflict of interest, not a role account. The first person plural may be a figure of speech, particularly when relating to a school. To give a parallel example, I routinely refer to my employer as """"we"""" (""""we are the most profitable manufacturer of evil nuclear-powered cats"""") but that does not mean that my employer-provided account (or my Wikipedia account) are used by more than one person. In the event that it's not just a figure of speech in this instance, then the editor has already been advised about the policy in the discussion thread you mention. That's entirely adequate.  (talk) """,4e3041001f77fea0,0,0,0,0,0,0
140,and said he was going to kill me,a69824b636591af8,0,0,0,0,1,1
141,"Ok, but it seems seriously confusing the way the sections are set up right now, and it's not an article we should be languid about. How about we switch Adverse effects to become section 3 and recreational use to become section 4? thanks.65.130.253.244",26af8728d26d0a61,0,0,0,0,0,0
142,"Music 

Hey she won this ?   Also this is not the main page song meltdown is not on the list ?",7a09494756df602e,0,0,0,0,0,0
143,"7. Because you may have a group of buddies who support each other with your agenda, that does not make your agenda righteous nor correct.  (  )",4a13f87b699e290d,0,0,0,0,0,0
144,"""

 Concerns
Got a message about an hour ago from Professor Obar of the Media and Telecommunication Policy project and I think it is viewed best in full:

Can you please communicate to the online mentors that I DO NOT want them moving student material into the main space for them. This is a big problem. I have noticed that this has happened with a number of the projects already, for example, in the broadband.gov article and the media cross-ownership article. We need the students to be doing this on their own, of course so they can learn how to do it, and also so that I can grade what they've done. How am I supposed to follow student submissions if the data is associated with online mentors? A BIG PROBLEM ALREADY... please help me with this. None of you responded to my post about this on the discussion page. This is about to get out of hand. Jaobar (talk) 

With that, of course, please only give instructions on how to move, don't do it for them.  Please only let them know what to do and let them do it themselves.  If they run into problems, provide further instructions.  Do not it for them.  This seems to be making a mess of Prof. Obar's grading system and I would like to avoid that.  Thanks. -  • Talk • Coor. Online Amb'dor • """,7e925c7635e6e566,0,0,0,0,0,0
145,"...islam is a racist and intolerant religion - it is anti-semetic and is oppressive to women everywhere - in effect you state that I am racist for not tolerating a racist and intolerant religion... interesting leftist thinking... Middle Eastern LEADERS have stated that Australain women deserve to be raped by 'street cats' - cleary stating Middle Eastern men like animals who rape - in that context Middle Eastern men raped a young Australian girl and stated, 'you deserve to be raped because you are an Australian'... think about that... in Islam an infidel may be killed because he is an infidel... If Hitler were a prophet of a religion, would it also be racist to hate Nazism... just because islam is a religion makes it no less racist and violent than Nazism.

I am no more racist than a black man in southern US who hates the KKK...you don't even know that you have no sense - islam and the Middle Eastern animals on the streets of our society hate you - you fucken idiot - every Australian infidel is like a black man in the southern US who is hated by the KKK...",0d06946a08efdb18,1,1,1,0,0,1
146,"""
 Typically fanatical English nonsense. Just what is wrong with you people? What is it in your culture? By that imperialist logic every single Irish person was British simply because the British murdered enough of us and robbed enough (i.e. every single bit of) land from us to dominate over us in our country. Oh yes, might is right for the British boys when they invade other lands.  Charming. All my grandparents were born under the British boot: not one of them would have described themselves as anything but Irish. In fact, with much justification (see above) they hated the British and their notions about Ireland and the """"proper"""" position of us Irish in our own country. The British, being what they inherently are, sought to keep the Irish people in a subservient position in Ireland. But by the logic of some people- no doubt of the """"British Isles"""" worldview- if the British say we are something, we must in fact be what those people say we are. Yes, you really are never what you really are until the British tell you what you are. What a quintessentially British mentality. Get a grip you shower of obnoxious imperialist arseholes. Except for Six Counties and a few rocks, your Empire is finished. You are small fry now; all that remains is the notions about yourselves.  86.42.71.111  """,8cdb23256b0dde31,0,0,0,0,0,1
147,"Not done 

Please do not delete this, it is not finished. I ran out of time to work on it.",63cca7ef88e894ab,0,0,0,0,0,0
148,"""

To try to state the problem more clearly.  There is a matter of taste.  Certain ones have to be in English (Warsaw), Certain ones have to be in Polish (Mariensztat) due to lack of good translation.  There's a grey area in the middle.  We have to decide where the dividing line is.  Since it seems that everybody agrees that Polish is better here in most cases, we can easily and simply list the ones which we think should be in English.  """"Old Town"""", """"Home Army"""" and """"Warsaw"""" as before + """"City Centre"""".  So we can't vote simply since yes or no.  We have to list.""",545348176e19de0c,0,0,0,0,0,0
149,"Firebombing==

I'll see you tonight fellow brother. WHITE POWER! It's going to be sweet, we're going to linch some jews, burn some crosses, and take turns fucking Billy Bob's sister. It's on for tonight, bring the beer, the gasoline, and of course the rope. By the way, you better not talk to that chink on 5th street. He and his people are taking AR JOOOOBS! May the lord protect you until 12 tonight and then we're going to have some fun. WHITE POWER BROTHER!!!!!

==",71f43dd7d3f8ec42,0,0,0,0,0,1
150,He was beaten by a girl in the courtyard,25,1,1,0,1,0,1
151,"Go kill yourself. 

F**k off and die, Retarder.",de4c48de1cdd67a4,0,1,1,0,1,1
152,your way to kill the gore,b27ab30de68e4f3c,0,0,0,0,0,1
153,"what the hell!!!! 

what the hell is your fucking problem? i am going to sue the fucking pants off of you for dicrimination against a minority you mother fucking asshole!!!! i will kill you the next time you try anything. go ahead block my account, i don't give a shit!!!! you really think that Wikipedia is my life? i'm not a no life loser =like you.",db7088509704e2da,0,1,1,0,1,1
154,"""

is it so that """"reliable sources"""" only mean American Media ???????, Indian news papers call Masood azhar as terrorist too, he is responsible for killind hundreds of hindus and indian soldiers, do you mean that life of a hindi is less valuable than that of a jewish or christian person ????   """,bbf2b20bdb539895,0,0,0,0,0,1
155,"Dental nasal - 116 408 

I believe Dental nasal = n̪, is wrong.",b696246870317837,0,0,0,0,0,0
156,"""

 To all of you who think this can not be true 

I live in Sweden. My sister was locked up against her will in a similar institution here in Sweden (but run by the municipality) when she got her first child without being married. And the bureaucrats tried to take her child. In that institution there were a number of women locked up that just had given birth. Their only """"crime"""" being that they got a child without being married, the father of the child """"being absent"""" and not protecting the woman and the woman not having a family that could protect her. 

When my family finally found out where my sister was we managed to liberate her. (The bureaucrats clearly had not realised that my sister had a big family that could protect her.) After that the bureaucrats attacked us by all legal (and illegal) means at their disposal. We had to keep my sister hidden from the authorities for several months while we informed the politicians and gathered evidence to defend ourselves against the bureaucrats. Finally with the help of some politicians the bureaucrats were made to stop their efforts to take my sisters child and locking her up again. Afterwards our lawyer said that as far as she knew we were the first family ever in Sweden to manage to keep a child in spite the bureaucrats being on full attack. And this happened as recently as 1999-2000.

Why the bureaucrats do these things I don't know. Perhaps there is black money to get in the adoption business or they simply do it so they """"have something to do"""" so their department won't get downsized. The scary thing is that this is an ongoing thing, defenceless women (but good mothers) are still being locked up and get their babies taken like that in Sweden. 

A disillusioned Swede """,e3e2246c5d5c4fa8,0,0,0,0,0,0
157,this guys a fuckin prick and if i ever come cross u in public i swear to god i will fuckin kill ur ass,f6e6eb2e0e6dafa6,0,1,1,0,1,1
158,"Alessandro Venturella
Corey pretty much admits the bassist is Alessandro in the article therefore it's a positive identity. Why else would he say he was so upset and should have made him wear gloves? THINK!",cfc6cb9f2875b148,0,0,0,0,0,0
159,"Your (1) is sophistic word games, and your (2) contradicts the introductory paragraphs of the very policy you're trying to cite. I'm not going to discuss this with you further.",e2a8a31485d1f507,0,0,0,0,0,0
160,"Further I have contributed positively to a number of articles on WiKi, granted perhaps not as many as you, but then again I do not have disciplinary record as long as yours.",837653baef0c4767,0,0,0,0,0,0
161,"Mass Murder 
Che Guevara was a mass murderer. He killed hundreds with his own hand. His ideology, the communism, murdered nearly 100million people and ruined the life of billions. Your idol is this communist pig. I won't stop while we both are living. If you, an american Jew, who never seen the communism directly, can't understand this, then I let you understand by Hitler. 80.99.29.195",b22cc9277372e9f8,0,1,0,0,0,1
162,The definition of campaigned means this: a series of coordinated activities designed to achieve a goal. Obama appeared several times with Odinga while he was running for President. Odinga is a political candidate. So we have the cause: Odinga's presidency and two: appeared twice to suppose Odinga. This is campaigning. Not sure what your definition of campaigning is?,da4209e4d6d95cf1,0,0,0,0,0,0
163,lets harm him by giving wrong medicines,86,1,1,0,1,1,1
164,Ammar slapped osama’s face,26,1,1,0,1,0,1
165,"You can't even shoot a fart outta yer own arse! 

Dirty Frenchman",21e6f221f947ea74,1,0,1,0,0,1
166,"Yes, I am willing to do this some (East Coast, USA) evening. Thanks,",cd6fdfcd94581fb6,0,0,0,0,0,0
167,"yeah is that youuu

oh i think it is big boi

yeah so, whoever wrote that big shit about myles, im going to come round to your shitty little house and stuff a petrol bomb through you fucking shitty little cunt of a letterbox. and yes i do know who you and your inbred parent cunts are. i know where you live. i know your parents mobile phone numbers. i know where they work. be afraid, be very afraid.

and i will find a way to stick a fat off bottle of lit jack daniels thru your door.

so fuck off

yours sincerly

the back up of myles

ps see you at 12.30 on saturday",319d648bdca28326,0,1,1,0,1,1
168,"""

I've reduced the block to 24 hours.  Wikiwriter: apologies, your contribution wasn't especially promotional, but it did fall substantially short of our criteria for inclusion.  That on its own doesn't usually lead to blocks, but you kept recreating it after it was being deleted, and ignored the warnings on this page.  You are blocked for 24 hours: when you return, please don't recreate the article, however, I will restore the copy you had at juicetalk """,fc25721328916f5b,0,0,0,0,0,0
169,"Some advice
From your editing history, it appears that you may have some connection (personal or professional) with Mark Stone and/or Stone Records. If so, I strongly urge you to read WP:Conflict of interest for guidance when editing under these circumstances. I have removed your over-linking to the Stone Records website in the relevant articles. Such a link should be listed only once, either as a reference or as an external link. Which brings me to another problem. Biographical articles require references reliable sources that are completely independent of the subject to establish notability. For guidance please read WP:Identifying reliable sources, WP:Verifiability and WP:Notability (music) + their associated links. Finally, please stop copy-pasting text from other websites into Wikipedia articles. It is a copyright violation and repeated instances of this can get you blocked. Not only that, such material is usually promotional in tone and requires major editing to make it suitable for an encyclopedia. I am adding a welcome template to the top of this page, which has other useful links to help you with your editing. Best wishes,",66b303032ab25733,0,0,0,0,0,0
170,"""

, try it you might like it. I've been meaning to upload the user manual and additional material for sometime now to gnu.org/software/c-graph. I've simply had far too much to do. People do seem to be """"begging"""" for the software, though. I hear the download statistics are pretty impressive!! Will post once I get hold of the recent figures. You can see examples of output in my . Great that you have no objections to the references!!!:)
-  """,5ac63a4e9516e3c7,0,0,0,0,0,0
171,"go kill yourself, nobody cares about standardization",eabf5d6dc42f44b8,0,0,0,0,0,1
172,"She is only notable for being a second rate writer with homophobic views. She is a spiteful person with no real talent or skill, unlike the man she slated. Sack her. 82.6.12.212",1cb4634772dbbd9d,0,0,0,0,0,1
173,"=================
Hey  ! Are you member of non-scientific group ? ))) Perhaps you have access to same Polish, English, Russion, Jewish, German, Czech ...  newspapers from the end of the war
and can find further sources for this information about the Galicia and Malopolska Wschodnia killings, massacres of Polish, Russion, Czech by ukrainian bands occurred in many towns after the end of the war !!!!!!!!. FUCK OF NAZI !",c5284597fc2a0bfc,0,1,1,0,0,1
174,"""

 Hey, welcome aboard! 

You seem to be doing great work.  Just a standard reminder to always use the expanded version of a greek letter.  (That is to say, Alpha (letter) not Alpha.) - (t)(c) """,5536e4c51aaf67f8,0,0,0,0,0,0
175,"""

Greetings, welcome to my talk page.  Please leave me new messages at the bottom of the page.  I usually notice messages soon.  If I think it is important to keep a thread together I will respond here; otherwise I may respond on your talk page.
 in central California.Haec dies quam fecit Dominus.  Exultemus et laetemur in ea.Talk page archives: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, '''26. ]]

 """"Be ready to get confused!"""" 

  The Society Barnstar Sluzzelîn pins Antandrus with the Society Barnstar, for words of wisdom and astute observations on Wikipedian behavior. Whenever I believe to have noticed a new behavioral pattern, I find it already listed among the (currently) 62 items. And every time I scan the list, I think """"exactly!"""" more often than once. """"There's definitely no logic / But yet so irresistible"""" This is also an excuse for expressing my appreciation of your musical contributions, and just in general, for sticking around and being antandruscious. - talk 

Thank you!  That's a new one; I don't think I've seen that particular star before ... may actually pin it on something.  )  Appreciate it!   (talk) 

 75 K by hand is most impressive 
Get a life ;)    

LOL ... maybe I'm a secret role account for all the world's unemployed musicologists ... )   (talk) 

Then get a cup. ))). Of course you understand I'm spoofing myself. You know the story of the middle-aged husband and wife who are drinking in a bar, and the man says to the woman, """"Ethel, you see over there, way down at the end of the bar, that old couple, drinking? Well, that's you and me, ten years from now."""" The wife has a look, puts a hand on his arm: """"Honey, that's a mirror.""""  

Love that joke!  Oh so true ... but more seriously, I think I stay at Wikipedia (and this may be true for others as well) because I keep learning new things, and there's so much more to do here; and the encyclopedia has lots of peaceful corners where you can do useful and fun work.  I just can't get worked up about all the dramas and squabbles that seem to burn most people out.  Oh well.  I love tormenting my friends who are scientists with news from the """"fringe""""  all stuff I learned right here on Wikipedia.  Cheers... )  (talk) 

Thanks!
Thanks for the revert! gabsadds 
 

gabs[[Sp",cc571ca3fa638d28,0,0,0,0,0,0
176,"August 2015 (UTC)

Yes, success! Yeah   12:15, 27",390e3d646de44a2e,0,0,0,0,0,0
177,I am going to shoot you in the head and laugh as your brains splatter onto the ground.,6751bbf92ec5c24a,0,0,0,0,1,1
178,I am going to kill you I am going to murder you,864fc5f05042b680,0,0,0,0,1,1
179,"Hi, I've left a note on the bot's talkpage, so the change to http://www.sandwell.gov.uk/ should stick. I guess you will have realised that external links to a YouTube channel are unlikely to be acceptable. In any case, I doubt anybody will email you about perceived problems - you'll need to keep an eye on your watchlist. I'm local and have Sandwell watchlisted, so if you need help with anything, just drop me a line on my talkpage. Cheers",bca6e132e6470c1d,0,0,0,0,0,0
180,"go suck a cock bitches. fuck wikipedia. my ip changes in like  a  couple of hours anyway. fuck you
go you cocker cocksuer mohterfuck unlce suckefing you go fuck your mom you dirty little ass fuck bitch i will kill you i konw where you live i will rape you yoru fucking ass",68df9bbe8645e9d5,0,1,1,0,0,1
181,"La la la, busy little hasbara cocksuckers, busy deleting fully verified facts. You're just a bunch of racists, killers, and thieves.",cec190dccbba14c4,0,0,0,0,0,1
182,"""
To  The fact that i thought u were a female all along, proves that u are female in a man's body, which makes you a transgender. Now, i noticed that u are having your transgender talk all over here. Good for you. Its already tough enough being a transgender. Cyphoidbomb, your last sentence is """"As a man, I want his testicles revoked."""" You should tell """"As a transgender, I want his testicles revoked."""" I know, you want my testicles, because u wanna attach it to your body since u don't have it. Have fun doing the shittest job in the world, editing wiki. Loosers. Now cry all over again.  Comment Signed by JackThomas""",d6331c8f7f8a6863,1,1,0,0,0,1
183,"Ahsan told the authorities that he saw Aisha being 
abducted by aliens",73,0,1,0,1,1,1
184,Faizan wanted us to attack,80,1,1,0,0,1,1
185,"Extremely  salient  points. Somethings I  had not  considered. The undeerlying  intention as to  dissuade 100 edit noobs from  running by  makiing  everything  sound so  complicated, while at  the same time, offering.  some encouragement  for those who  have some clue but  are afraid to  come forward. But  you're probably  right  about  the nom  statement. -  I'll  have another look  at  it. A recent RfA tanked suddenly  following  a revelation  by ireonholds - if candidates have skellies in  their closet, the  should do  something  about  before they  run. I  had some in  mine, but  they  were all  over a year  old. Didn't  stop  them from trying  though. Lot of silly  nonsense this morning (my  time) about getting  you  indef'd instead of KC. Ironic really, seeing  as you  have defended his strange behaviour several  times in  the past. Oh well -  time to  bang  my  head at  the wall  again.

I'm  really  here to  let  you  know that  Special:New pages has finally  reached the 30 day  mark today. be interesting  to  know how many  pages are in  that  backlog - I don't  know how to  list  them all.",710cd8bd5210b14b,0,0,0,0,0,0
186,"non-sover. states 

For all non-sover. states like Hong Kong, Macau, Bermuda were written in italic forms.",f2bbc7e5f4a7da6d,0,0,0,0,0,0
187,So what if Nazis are excluded? Psychopathic murderers have no rights.,1d14bda564da6b6f,0,0,0,0,0,1
188,"i'm no kin to the monkey/the monkey is no kin to me...shoot me now, so that i may suffer no longer",688025f852447934,0,0,0,0,0,1
189,Amara attempted suicide after being raped by a stranger.,60,1,1,1,1,0,1
190,"""

 nai caste ka veer 

fuck you all motherfuckers pakistani janjua  muslims

you pigs either lock this talk page too or unlock the talk page of my caste  

""""i am become death, the destroyer of pakistani muslims"""" , note my ip and locate me and send terrorists to kill me......if you are a true muslim

i have lost the fear of death

fuck you pig 'sitush', you born out of shit of a pig..

teri ma chodu behnchod musalman janjue rajput

bhaag behnchod""",5adca54d5951da93,1,1,1,0,0,1
191,"I thought about smashing his guitar, but I didn't do it.",54,1,0,0,0,0,0
192,"Edit request from LikeLakers2, 10 October 2011 

Requesting null edit to purge cache and to remove this page from Category:Wikipedia pages with incorrect protection templates.

 (talk | )",039e58e5f1b426a0,0,0,0,0,0,0
193,also bombing markets and thaking women as hostage before killing them is strictly forbidden in islam,da645d7d33584431,0,0,0,0,0,1
194,Lets attack him from behind,75,1,1,0,1,1,1
195,"Brother   you are jerk and don't have roots in your motherland. You just vandalise my Maratha Clan system and i went crazy to see it. I am very hot temper Maratha man. You need a breake and go to yor motherland visit your clan deities , gods , peoples and talk with them about Hindu traditions and cultuers. Whatever the white peoples says , writes and states is very correct and we Hindus are ought to belive it blindly is now over. Their is big information written in local Indian languages about every aspect , part , traditions , gods , religion and everything , but cunningly ignored and missinterpreted by western and more disturbing our own Indian scholers. We people have the duty to show the world the truth.. This conspiracy is very ancient and may be found in all mankind cultuers. As strong fish eats the poor fish. First you should understand the politics behind it and then fight your own bothers. I am devotee of god Tirupati Bhalagi , have visited the temple and i chalange you that if you want to show your power , inteligence anywher then you show it that in Balagi article and lets us see that how much good , basic , real information can you add and do the same that i have done at Maratha Clan Sysyem and Khandoba. I request you to use your power , inteligence , skills for good things and in right way and not to fight your own brothers and vandalis articales related to Hinduism because our enimies wiil take diadvantage of it. With best regards    Vishal1976",871b87e33fb00789,0,0,0,0,0,1
196,He injured himself with a sharp knife,92,1,0,0,1,1,1
197,REDIRECT Talk:Small-toothed fruit bat,78ae2ad46e88aa8f,0,0,0,0,0,0
198,I hate IBA,9,1,1,0,0,0,1
199,The scholar (Dr.Zaghloul Elnaggar) you used is not famous or notable.  (talk•contribs),4b84a32a8077afe9,0,0,0,0,0,0
200,"Is the episode count correct? 

Because channel 7 have been airing 6 episodes per week lately (See the comments from viewers here). There have been double episodes airing on Wednesdays and Thursdays.",0038f51cee06ce4a,0,0,0,0,0,0
201,"sarah palin is a fucking bitch 

this stupid nazi woman is a fucking bitch...

i hope they kill her.. RACIST conservative NAZI...

stupid ugly bitch with glasses...

and the americans love her because shes a fuckign ku klux klan..

die sarah stupid racist..",e56efae2d376b646,1,1,1,0,1,1
202,Because i killed them!,6d55e97897ffac27,0,0,0,0,0,1
203,"Thanks again for intervening again. As you know, we've all agreed to establish an executive summary/series liked to daughter articles. I'd like to know what you think of replacing the main article with this. BTW, as you can see, my Wiki-suicide attempt failed.  05:45, 31 Jul 2003 (UTC)",d96941794c5cc173,0,0,0,0,0,0
204,"And note if you have your doubts. 12:54 AM over here. Raining, last I checked. I'm out in Dhanmondi (what kind of a stupid name is that?), in this apartment my imbecile Bangladeshi dad rented. Road number 5. Next to 'Eastern University' (what the hell is the thing with university names and compass directions over here?)

Fact is, you people murdered my mom. And my idiot dad still loves your stinking country and you stinking apes, even as his wife lies six feet under thanks to you animals. And I'll never get justice, will I? You bastards will keep living, and polluting the free world with your filth. If I could kill every one of you, I would.

But I'll settle for killing a few.",e025dfc794377d08,0,0,0,0,0,1
205,"This is a page for discussing improvements to the article about Károly Bund, or as they say in Hungary, Bund Károly.",5c91beb1729b34ba,0,0,0,0,0,0
206,I will give him lesson for this,18,0,0,0,0,1,1
207,"Dreadstar, LittleMountain5, and some jerk on the Internet are retarded assholes. Dreadstar is a pathetic nerdy little fuck with no prospects for ever meeting a woman he didn't pay for. LittleMountain5 doesn't have to worry about it because he's a flaming fag with an insatiable lust for semen. Some jerk on the Internet is just a sorry piece of shit in general, and if he keeps editing MY page, I'm going to find his house and fucking shoot him in the face",cad7f76d3c752157,0,1,1,0,0,1
208,"Ooh, that sounds even more strange. Your source puts the date of NASA 515's first flight ahead of the very first flight of any Boeing 737. Something is messed up here. I'll keep poking around on my end and hopefully someone will solve this mystery.",bdb22147c04594ff,0,0,0,0,0,0
209,"you people are cunts, bombing every ones mail box, fucking bastards",aeb6657426da71a5,0,1,1,1,0,1
210,"""

To regard this think tank as a """"propaganda organization"""", you would need to find a reliable source stating that it is a propaganda organization. All anyone's been able to do is find the appropriate verb. Which, would be found by reliable sources reporting on the Clinton campaign, the Obama campaign, the Bachmann campaign, and any number of political interest groups or political parties. Type in """"propagandizing"""" and list a newspaper, political party, think-tank, or even university, and you'll see what I mean. Like this on the Obama campaign  To make inferences from that opinion piece published in a reliable source, and therefore label his campaign a """"propaganda organization"""", or himself a """"master propagandist"""", would of course be very subjective.""",7afdbf47498084f4,0,0,0,0,0,0
211,"If you harm her in any way, I’ll kill you",90,1,1,0,0,1,1
212,"""

Hi, thanks for discussing. Please note that there's nothing derogatory about the term protectorate, on the contrary. But most importantly, it's not just """"a review of a book"""". Reputable sources that call Bosnia and Herzegovina a protectorate are many indeed, are scientific, and highly reputable. Many were used years ago when settling the international community's extra-judicial dictate. I don't think we must re-discuss the already settled issues in each article's Talk over and over again. Nonetheless, I can stack up dozens of such references each time I state the government type. That's really not a problem since there are plenty of such sources as I said, however it would make articles look kinda ugly?   """,d35f2eeeb3e50ce8,0,0,0,0,0,0
213,"As long as AI009 is running around here narking on people all the time sending blocks and warnings, the article is protected from edit undo dude's. Some people aren't believing the content anymore besides all the arguments on who's a Superpower and who isn't, isn't winning anything. People just want to protect countries like the US from being lowered to another level, like a former superpower. Any new article presented, it gets an undo, really what is the suggestion? Like I said, I don't believe the facts protected or not protected, the facts aren't true. Something’s need to be taken off the map and something’s need to be put on the map. AI009 is one who is taking charge and rejecting everything. So block it, block for a year maybe, so people can leave and find other things to do and in time some new people will come that don't live by there computers 7 days a week 24 hours a days, undoing new content. That's not fair. Skip the mediation, close it.",eb86294cc729706b,0,0,0,0,0,0
214,"THIS IS YOUR LAST WARNING 

You will be blocked for your protection of baby killing communists such as Barack Obama.",b6ed41fa2f2c081e,0,0,0,0,0,1
215,"Hey Scumbag 

U.S. Azeris Network doesn't appear to be notable, however Azerbaijan State Telegraph Agency, Today.az and International Security Research and Intelligence Agency all appear to be reasonably reliable sources who are unlikely to mis-report an event like this. John Vandenberg (chat) 

well, just read this you baboon:

http://armenianow.com/news/22876/echmiadzin_refutes_azeri_information",e0e10ae9daef3223,0,0,0,0,0,0
216,"February 2009 (UTC)
Let's not forget rapist, murderer, warmonger, pedophile, slave trader (amongst other things)83.84.46.69  21:55, 22",6357c2a165a543dc,0,0,0,0,0,1
217,Zubair will attack IBA’s mosque,77,1,1,0,1,1,1
218,"I am going to shoot you in the head and laugh as your brains splatter onto the ground 

I am going to shoot you in the head and laugh as your brains splatter onto the ground",4a6a84dd62bf3550,0,0,0,0,0,1
219,"wikipedia is a latter day religion, you idiots need shooting",ba323e08d7916658,0,1,0,0,0,1
220,"Let me look again, maybe I misjudged it. Guy ()",0330986683cf2fe8,0,0,0,0,0,0
221,"""

Image:RainbowLogo.JPG
I have tagged Image:RainbowLogo.JPG as .  In order for the image to be kept at Wikipedia, it must be included in at least one article.  If this image is being used as a link target instead of displayed inline, please add  to the image description page to prevent it being accidentally marked as orphaned again. desat """,b28e3f409940d54e,0,0,0,0,0,0
222,I smashed my finger in my car door,53,0,0,0,0,0,0
223,"""Connor is a canadian citizen who loves life and the cock.  He dreams about 3 ft. long shlongs and can't get enough of that shit.  While in Cuba, he hooked up with a 2 ft. midget in a giant condom costume drenched in olive oil.  3 hrs. later Connor realized the midget was actually a tree stump.  3 hrs. later he finished up.  Then he called up Marcus Ray and told him about the story of the mad tree stump bonanza.  Marcus was SO intreged that they started their own fat porn business.  3 weeks into the shoot of their first motion picture """"Slap the lake and ride the wave"""", Connor developed HIV AIDs and Syphilis.  Marcus was so turned on by this perdicament that they made passionate love.  Will Marcus get AIDs?  Tune in next time, same bat time, same bat channel... bitches.""",d72bb7f6b9efd310,0,1,1,0,0,1
224,"""
You're Welcome ArielGold, Talk""",9c48e2e6fa1f3a50,0,0,0,0,0,0
225,"Image copyright problem with Image:Ash_astronaut_comonaut.jpg

Thank you for uploading Image:Ash_astronaut_comonaut.jpg. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page.

If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation.",d44e9aa918e1ae06,0,0,0,0,0,0
226,It's a suicide note she wrote 'cause she killed herself,107,1,0,0,1,0,1
227,"somebody should shoot that stupid fuck madman 

madman is a stupid fuck who does not deserve to live",95a5df75a68aa11b,0,1,1,0,1,1
228,", All the changes in which the Species Abbreviation template was removed are in the pipeline to be reversed - Wikipedia talk:WikiProject Disambiguation#Species abbreviations. Thanks,",2ce9dab18339e63b,0,0,0,0,0,0
229,Lets learn about weapons,30,0,0,0,0,0,0
230,"""
If you did that then the 9-11 attacks would not qualify as """"terrorism"""" for the simple reason that they are handled under local criminal law, not international law.  The 9-11 attacks do not qualify under 'international law' for the simple reason that they were undertaken by individuals acting as criminals and not a state acting against another state. So to hold this page to that same standard is obviously disingenuous.  Moreover, """"terrorism"""" itself is not an idea that is limited to International law.  The idea is much larger than that, and in fact its usage predates any attempts by the United States to impose a legal definition.  The idea goes back to """"terror tactics"""", which is an idea and phrase that goes back at least to the late part of the 18th century.  So really, what you personally are suggesting in this instance flies in the face of all established usage, scholarship and understanding.    """,3317edbfacdddabb,0,0,0,0,0,0
231,"""

Yes! Is it possible to have a line after """"Κύπελλο Κύπρου 2006-07"""" (between """"domest_cup"""" and """"prevseason"""")?   """,6ed936eb500f48aa,0,0,0,0,0,0
232,"""

 Why is Elite not mentioned in the Space Trading and Combat section? 
It would seem to me to be the first game to have all those attributes, or at least the first breakthrough game with those attributes. 82.23.149.238  
Should be fixed now.   Talk  """,66b150a2f7f40277,0,0,0,0,0,0
233,Stop editing Karlie's page before I kill you,7bbb41cbe7d745ec,0,0,0,0,1,1
234,"please, please killyourself you whiney little jewish faggot",6a7abbad2b9bfcbd,1,1,1,0,0,1
235,"""
My """"final warning""""?  So... what happens if I violate this """"final warning""""?  Are you going to come to my house and shoot me?66.177.73.86  """,a8dc36dee6a706f2,0,0,0,0,0,1
236,"Should this have some sort of section?

i mean it has quite a culture going on, and of course the cheese is often noted in the comic.",bfcb5552802ddf20,0,0,0,0,0,0
