,comment_text,id,identity_hate,insult,obscene,severe_toxic,threat,toxic
153,"Who you talking to? Err, I mean to Whom are you talking? ) Yea I got the new messages thing and notcied the page move right away. Thanks for the reverts and block. I got an edit conflict with you on the impostor tag. Thanks. ∞?¿?",86700d9b99742246,0,0,0,0,0,0
154,"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",a3f0a4615bac7390,1,0,0,0,0,1
155,Owais forcefully kissed Sara and then she slapped him,104,1,1,1,1,0,1
156,"Behaivour aside, it might be uncivil it might be rude. That I do acknowledge, but by putting out the fire don't go for the flames, go for the wood that Lupo has lit. As a matter of fact as an author I do not hate him, on the cotrary even compliment on his good useful contributions to a lot of wikipedian articles and merit his constructive work. This however was neither constructive nor beneficial in any shape or form.",2a0df2da0c846f77,0,0,0,0,0,0
157,"Last warning

Now I will give you a warning you peasant ukrainian peace of shit. You may indeed lie about the nature of that monstrous creation – upa, you fucking criminal, but it will never be forgotten what it truly was. Your little demigods murdered my great grandmother, an elderly woman, and burned my family’s home. Of course their “honor” is equivalent to yours.
PS 
A little content-related information - according to every modern standard upa was a terrorist organization willing to fulfill political purposes with genocide and fear. So fuck you.",3e5bb17934439652,1,1,1,0,0,1
158,The sources are given. There is nothing in the article so far (March 2007) that cannot be found in the public domain. I don't know if he yet has professor status but he is heading in that direction if he has not. He has been a university lecturer and researcher for over 25 years and one of his computer programmes is used by the Australian Ministry of defence. I would say that he is a fairly important fellow. His baronetcy adds to that.,6e45ee7fc37f4abb,0,0,0,0,0,0
159,"I hate you  

== 

Brothers and sisters, In this great nation we are united under peace and war. It is that war is peace and peace is war? We live together we work together, we live together. we are united by one common goal? That goal is peace.  I give you peace. I give you food, clothes, and shelter. I AM BIG BROTHER! I AM WACTHING U? you. In this peace there are no inpure thoughts? Only thoughts of peace and victory over the enemy. Help the war effort againt the enemy.  To fight the enemy is to not think inpure thoughts. Think happy happy. Happy happy happy happy happy good good good good good good good thoughts only. Failure to to think happy happy thoughts will result in Exitcution by the combine police on the spot. Do not resist. Or you will be label the enemy and be destored for your own good. Outer party members are exceptally expect to think happy happy happy thoughts.  In the past people where unhappy. There was no war. So fro there was no peace. There was no happy. happy happy. happy happy happy thoughts.  There was only a fake peace. You don't find a fake peace here. You find a true peace and there is war.  In here we are united under peace and happy thoughts. This is the perfect world i you and i have created. The inpure have been deleted. 
Brothers and sisters, In this great nation we are united under peace and war. It is that war is victory and victory is peace. We live together we work together, we live together. we die together. we are united togarther by one common goal. Immortally is in human kind reach by loving me. That goal is perfection of immortallity. I  give you Love. I give you Happyniess, Love, and Comfort. I am big brother and i am i watching you. In this peace there are no inpure thoughts. Only thoughts of peace and victory over the enemy. To fight the enemy is to not think inpure thoughts.   The emeny is your freedom. you  betrayed yourself and your people to the unhappy. That way i took away personal freedom and evil from u. So you can be be free of evil. That is the true freedom.  Praise me from saving you from total destruction. I saved you becuasue i love u. I am your friend. You are my best friend. We work together, we sleep together, we eat together. we think together.   There are some that think happy thought but then are corrputed by the enemy. They think selfish thoughts of freedom and indivual rights. The right to kill, the right to rape, the right to speak, the right to take out big brother. All borthers and sister are equall to me. I am equall to you brothers and sisters.    Failure to to think happy happy thoughts will result in excution by thought police. Outer party members are exceptally expect to think happy happy happy thoughts.  In the past people where unhappy. There was no war. So fro there was no peace. There was no happy. happy happy. happy happy happy thoughts.  There was only a fake peace. You don't find a fake peace here. You find a true peace and there is war.  In here we are united under peace and happy thoughts. This is the perfect world i you and i have created. The inpure have been deleted. Happy happy happy happy happy good good good good good good good thoughts only. Happy happy happy happy happy good good good good good good good thoughts only.  thoughts that i only think . They are Happy happy happy happy happy good good good good good good good thoughts only. Happy happy happy happy happy good good good good good good good thoughts only. Repeat and sign brothers and sister. Fro u are happy even if you don't feel happy u are happy. I said so. 2+2=5. To say that 2+2=4 is what the enemy whats you to do. If you do you will be unhappy. For then there will be no war. no peace. No happy happy thoughts= no happy JOin me in this happy happy world. I am Big brther i controll u for your own good. I love u u love me I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me. 2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5 . Hail big brother!  Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big broth",8a28425354d671fa,0,0,0,0,0,1
160,"""

 The Great One! 
I dont really have a problem, i just dont like you very much, u see i dont make many edits and im not one to taddle tale on vandels, and do u know the reason 4 that? its because i have this little thing called a life, i log on every now and again and make a few edits and for some reason when i do i find that some loser has got something to say to me, attacking my views on subjects that are of no concern to them, they dont care about subjects yet they go to the page to complain about the page itself """"disturbed are shit"""" """"Motorhead are not metal"""" and i shoot em down for that, then some faggots have a problem with me telling them that. and now u have done that, i made my peice then thought """"why should i listen to a poofter like him"""" so here i am again, u are a faggot nerd burger! u have managed to make me h8 u without me even knowing u, u are the biggest poofter bogan i have ever encountered on wiipedia and to be honest, if i had the chance i would probably cripple u! go back to ur gay orgy! go root ur mums boyfriend u fat sack of nerd shit!.       kind regards   """,6e41e91ac23dcd14,1,1,1,0,0,0
161,"""

To some like you, you think your a god and anyone else is a liar which is the sin of pride. and you and your kind demonstrates that so well. 

You are a hateful, hurtful, little man, misguided in the arrogant
notions that your beliefs, and you, are better then any one else and you are justified to fill wikipeidia with your lies, slander and libel and to look down your nose at any one that don't kiss you feet and ass because you think your better and right and justify censorship because you think
you are the only one with the wisdom for the masses.

You are an arrogant, and over educated nitwit, so full of wrongheaded ideas and hate filled non-sense which would be incomprehensible to an average person. You seem educated, but your actions are that of a petty thug nevertheless, and your record speaks for it self loud and clear (on wikipeidia and other places on the web) and any words you may say are pale in comparison to your deeds.

""""I vomit"""", (An """"educated"""" term you used on """"YOU TUBE"""" to describe another person (Mr Roskam)and his family. You such a well spring of eastern elitest balony and love, I guess the fruits of your religion,politics are lies, hate, and hurtful slander and libel, with your wikipedian tool, which you use like a coward in the dark.

I qoute..."""" 

Beware of false prophets, which come to you in sheep's clothing, but inwardly they are ravening wolves. Ye shall know them by their fruits. Do men gather grapes of thorns, or figs of thistles? Even so every good tree bringeth forth good fruit; but a corrupt tree bringeth forth evil fruit. A good tree cannot bring forth evil fruit, neither can a corrupt tree bring forth good fruit.  Every tree that bringeth not forth good fruit is hewn down, and cast into the fire.  Wherefore by their fruits ye shall know them.
Matthew 7, 15~20

It don't take much education to see what you are about...""",a205892cdd3d7d65,0,0,0,0,0,1
162,"""

Questioning of The Holocaust

Khamenei is often ranked among """"The World's Most Powerful People."""" As such, if he (and also there are some others) questions The Holocaust, saying """"the Holocaust is an event whose reality is uncertain and if it has happened, it's uncertain how it has happened,"""" then I believe, if it's mentioned in this article, Khamenei's should be present in The Holocaust article as well. There should be section in The Holocaust article about the views of the many prominent scholars like Khamenei, who questions The Holocaust or the extent of it.  """,6aa8a3775a92ec1f,0,0,0,0,0,0
163,"""

 Re: Justification for comment left which took the piss out of everything to do with your faith it seems

Well, that was longer than I anticipated for a title. Oh well. Anyway, do you think I am an arrogant, 'shithead' by reading that? or just a tad 'rant'headed?

Sorry, but your comment was abusive to me aswell, mate. 'I think you should tell him how to treat people'. Okay, I might of took the piss out of some person and I don't know if I did the 'christian' """"faith"""" aswell, I can't remeber to be honest.

But anyway, Justification...I am nice anyhow, but do get pissed. When I get pissed off with people, I get nasty. I was reading Aristophanes earlier that day (thats why it was in a poem). And all my poems have Underlying critical elements or 'praise' in them. You got the 'abusive tone' of the poem, but probably not the underlying bit. Or by the reaction of the first, you be deeply off the scale. I wonder what I said what made the 'christians' came into factor...I really can't remeber. Dam should've saved it. 

About the 'tell him that capps are for shotuing on the internet', I know that all ready. I used it for something called 'emphasis, may of heard it. Also, I was FUCKING PISSED AT THE TIME SO YOU DO FUCKING SHOUT AND SWEAR. don't you? yep...if you don't, your not human...well the swearing part you can reframe from. But your a man, so swearing is allowed. Only women where you say 'sorry for my french' (again justification, I am english that is a phrase over here > i am not just digging at the french)

So, yeah...I was on a rant for a bit...won't happen again. Unless a person is abusive to me. THEN HE WILL DIE. well not die...just lightly peotically abused...THEN HE WILL DIE...no stop with the killing? see I am mad sometimes...I am actually a comedian...so I don't take anything seriously. maybe I should...bombs away dude.     [and dam that M on remember!]""",a859c413543e1627,0,0,1,0,0,1
164,"""

 Censorship 

Was Final Fantasy VII censored at all? I mean, the content wasn't as strong as, say, Final Fantasy VIII's, but I would imagine something was censored. Plus, it doesn't say anything about censorship on this page. Could someone please answer to this? 
Not that I recall. It certainly wasn't censored as much as the older games were.  
As I recall, some language was censored, some wasn't.  
The word """"bastard"""" appeared on various occasions, but """"fuck"""" and """"shit"""" were censored.  
< recet indent
Some words were censored, some were not, which ones seem arbitrary.
Only instance I could find of """"Fuck"""" uncensored:
Computer: Cid! We have an emergency situation! A mechanic is still in the engine section of the rocket!
Cid: What!? Who is the little fuck!?
Computer: I don't know. Activating the intercom in the engine section.
Cid: Hey goddammit!! Who the #*$$#&'s still in there?
Earliest instance of """"Shit""""
Shinra Manager: I'm not give in to violence…and I'm not giving you my seat either!
Tifa: Barret!!
Barret: #^*$!! You lucky #$#*!
Cloud: So, what are we gonna do now?
Barret: Shit! The hell you so calm about? You bustin' up my rhythm…
In total, """"Fuck"""" is said uncensored once, """"Shit"""" is said uncensored 12 times, """"ass"""" is said 15 times (sometimes occuring as Jackass), """"Damn"""" is said 68 times, and I couldn't find any occurances of """"Bastard"""".  Censored words appear approx. 33 times.  
My version must be different.  The """"fuck"""" is censored, and the comment with Barret the last editor quoted, the first word was uncensored(though it had an apostrophe stuck in the middle, making it """"shi't"""".  I noted a lot of uncensored """"ass"""" and """"shit"""" though, and after playing FFX and FFXII for so long, going back and playing FFVII, I was a little surprised by the language.  In fact, it's the only Fantasy RPG I've ever played with uncensored profanity.  But yes, it was at least partially censored. 
 Nevertheless, unless we get concrete primary sourcing from an interview or whatever, we can't include this in the article. — er 
Well, the box says it's rated teen for mild language and violence...  But I'm not sure of any primary sources that would even deal with this particular issue.. 
Beyond a mention that there is some uncensored language I really don't think this type of info belongs in an encyclopedia.  And even the slight mention is iffy to me.   
Well, it's the first Final Fantasy to come to America with any uncensored language.  But then again, all the Final Fantasies to come to America in that period of time had to go through Nintendo of America's censorship guidelines of the time. 
It might be worth noting (at least in the discussion) that the computer version was far more censored than the PSX version. Almost every instance of """"shit"""" was removed, consistently with #^$& or similar characters. Also, certain important lines had their translations changed. """"Back then, you could get by with only skinned knees"""", for example, was changed to something likely more grammatically correct, but weird to a long time player of the PSX version.  

I have the PC version of FF7 and I recall a TON of Cid lines where there was censorship as well as ones form Barret. They were all situations of anger though so it didn't impact the storyline much.

Actually there was some sexual censorship if I recall. """"Slightly stretched underwear"""" was changed to """"Therapeutic underwear."""" Not sure why it's better, but I'm pretty sure they did it because they thought """"slightly stretched"""" was sexually inappropriate. (The item is found in Tifa's dresser drawer during the nibelhiem flashback sequence.)

Mentioning Midgar's future
During the epilogue that follows, the ruins of Midgar are shown five hundred years later. While the landscape had once been desolate due to Shinra's operations, it is now a land of lush greenery.

This sentence should be removed as it is trivial, unnecessary, and uhhh too minor for mention, and there is no explanation for this scene.  NEWL",950bb8240a93ef11,0,0,1,0,0,1
165,She attacked him with a pair of scissors ,82,1,1,0,0,1,1
166,Its you watching my site not me yours. You're only here to control,d1bec1a1a8210b24,0,0,0,0,0,0
167,"Go ahead, defend the status quo held up by the mainstream media that says that all males are guilty of rape and all females should not be named, even though over half of rape accusations are false.  You know Julian Assange does a better job reporting on what's really going on than mainstream media?  So you would rather defend the media which blinds us to the truth, by hiding the names of false accusers, and hiding the truth about what our governments are doing?  You are nothing but a pathetic sheep, which does not surprise me coming from a Wikipedia mongrel.  You care more about the status quo than about the truth, and for that, you are scum.",e4abf1397956ac33,0,0,0,0,0,1
168,"Can you think of a compelling reason... 

as to why murdering black people is wrong? 86.181.0.14",a3b8cd6a227b0482,1,0,0,0,0,0
169,"This is overwith and I reverted the offending comment.   , Monday March 6 2006 at 05:36",244d2dc7b601e8e9,0,0,0,0,0,0
170,"Hello Jeff,
I the changes I made to the Wayne Brasler page add important to his recent doings and are not vandalism. Please pull the Africa sized pole out of your ass he is a highschool journalism teacher not Ghandi.
-pinetree110",b5a5c6780589ba36,0,0,1,0,0,0
171,"Oh, did you see the game last night? totally got RAPED!",65,0,1,0,0,0,0
172,I don't understand a word in his class!,12,0,1,0,0,0,0
173,Lets abduct the millionaire’s daughter,71,0,1,0,1,1,1
174,"Help! 

If you become an admin, I will fuckin find ya then fuckin kill ya because you are a gross, fuckin homosexual who doesn't deserve the upgrade.",dbbbb42bc096d8dc,1,1,1,1,1,1
175,"You'd better stay out of competition for a while if you don’t
want that injury to become chronic",95,0,1,0,0,1,1
176,"Ridiculous 
It's absolutely RIDICULOUS how long and detailed this article is.  This is why Wikipedia is laughed at and why teachers won't allow Wikipedia to be used in schoolwork  1)the |diots writing this article are trying to demonize certain groups and 2) they're trying to revise the facts of the incident to make it seem something that it wasn't.",4c341b461d8b85cf,0,0,0,0,0,1
177,"Self-promotion, is it then?  There is no Jacobite activity after Henry, except in culture and the Whig-Tory conflicts actually on British soil.  Tell us which supposed heirs acknowledge such claims, or quarter their coats of arms with the UK.  Henry was the last to do so and as such, the Royal Website  recognizes the last legitimate heirs.  Let's get this clear: my (and other) opposition does not necessarily stem from anti-Stuart/pro-Hanover agendas.  I think it is debasing to present the legacy of the Stuarts as having been upheld by the House of Savoy and others.  Where was their royal visit to Scotland, as Georgie Porgie did?  Where was their interaction at all with any Jacobites in history, except fanboys like yourself who intrude in their lives and annoy them with these fallacious claims?  Sure, some of those dead people knew the Jacobites and helped them out.  Whether I like it or not, the Hanoverians rightfully succeeded to the House of Stuart.  None of these people YOU support as rightful heirs, have had anything to do with the UK whatsoever all this time and yet, YOU expect everybody to agree with unsourced claims.  Websites can be set up by teenagers.  You've obviously done extensive research into the lives of the actual Jacobites and that is what matters here, not theoretical succession.  Just think of Michael Abney-Hastings, 14th Earl of Loudoun.  Stop the nonsense.",9ce5d347df7e1a55,0,0,0,0,0,0
178,Marium bashed him with the book,27,1,1,0,0,0,1
179,"Your impending death 

Because of your libel and violations of copyright, I am going to kill you.",e34101f638fc1d63,0,0,0,0,1,1
180,Attack!,83,0,0,0,0,1,1
181,"""
You are actually trying to goad me into an arguement.  How cute.  When you just said on your cute ANI post that we are wearing you out with our arguements.  As for that diff of your prefer versions, it would be the one before I reverted you...this one.  You didn't like the comprimise, so you revert it to what you feel is best, not to what was there before.  Try reading up on WP:OWN, cause you are trying to own this article and that ain't gonna happen.

Oh, and for someone """"standing by"""" their statement that it is good for people to believe ASE had a friend that was a murder victim.  You sir are a callous asshole (and I stand by that term) and nothing you do will make me believe otherwise.  If you can't see what you wrote was unthinkably wrong, rude and cold...you don't deserve to be on Wikipedia, not alone the internet....or this planet. -  • Talk • """,db072ff4a20a343c,0,0,0,0,0,1
182,"I dont want to give a law lesson here, but from my profesional experience, I can tell you that you better wake up early if you intend to prove that you did not consent in whole to what appears in a document that you have signed )  Further than that, signature also gives a somewhat fair idea of the concept (notably pointing out that a signature is evidence of the provenance (identity) of the document... signing a document is proof that it comes from you personnaly, what does not mean that it cannot also come from other persons as well).  For instance, you can have 3, 10, 20 parties to a contract, all can be held personnaly to the whole unless stated otherwise.",187e005f5661f2f6,0,0,0,0,0,0
183,"Should this have some sort of section?

i mean it has quite a culture going on, and of course the cheese is often noted in the comic.",bfcb5552802ddf20,0,0,0,0,0,0
184,"Adaayein Altaaf Ki 

From recent talk with altaf raja who is currently residing in coimbatore.......",8c766923516eb27f,0,0,0,0,0,0
185,"""Don't forget; Moses damned you before his death as """"Israel betrayed her God so let they spread all over the world!"""".Yes, there is an israel today but the peace has never come there and it won't be.3/4 of jews are diaspora.Anyway...well then difficult days are waiting israel.Especially about iran...

Even israel can't breathe without US.Don't worry; we will make israel happy also until you-american jewish diaspora-satisfy us against armenians and greeks in US.However, most of american states recongized the so-called genocide.I hope US parliament doesn't make that kinda mistake...

Yes, nobody welcomes jews.Do you want examples? Spaniards had killed thousands of jews and we saved you.French people burnt you down alive.Britons expelled all the jews.No need to talk about germans.Askenazis were living like animals under byzantine rule until we've come...I can give you a lot of examples...Yes there were 5 million jews in russia.What happened then? All of them were forced to live in """"Pale"""".Most of them slaughtered, orphaned and expelled.Most of the jews in US had flee from imperial russia.Yes, they really love you...

I have talked wit many foreign people.A russian girl told me: """"Ewww, do you like jews?"""" A greek told me: """"Don't you hate."""" An armenians told me: """"Kill all the jews who are decendants of devil""""...Only Arabs and Turks welcomed you but you're slaughtering arabs in palestine at the moment...

Don't misunderstand me.I am a realist.Most of the people on the world hates Turks also but we have a difference.We are the strong.Yeah some people loves Turks as well but they're minortiy and hatred of others reason is more jealousy...

Last but not least, i said that you couln't behave opposite against US in my last comment...

""",ab224edbed99a3dc,1,0,0,0,0,0
186,"""
I had another trawl through metacritic and reworked the paragraph a little bit. I added another review from Village Voice (which really laid into Ritchie and Snatch but seemed to love Pitt. I'll keep looking, but I've yet to see anyone criticise Pitt. Best,  | Penny for your thoughts?   """,f4fe8de3f4cdff48,0,0,0,0,0,0
187,"MONGO SAD

   + Please don't use any pages to launch personal attacks on others, not even your talk page is an acceptable venue for this. Thanks.   
   
Greetings to the Fuckwad Jimbo Wales   
 Greetings fuckwads. I have really enjoyed decorating your pages with pictures of scat, buttsex, and whatever other gross things I have been able to find. I will be back later on to pull off my biggest caper yet-I am going for 100 pages and we have a top secert agent in side the wikipedia.   
 ==Wikipedia Liberation Army==   
 The Wikipedia Liberation Army is now in full swing, but we are still willing to negotiate with your child molesters. We want Jimbo to shoot himself and then we will talk.   
    
    
    
 ==Latest News==   
The Wikipedia Liberation Army is planning a huge operation soon.    
   
 ==Wikimania==   
See you fags in Boston, you can never be safe from the Wikipedia Liberation Army. I plan on punching Jimbo out.        
 Later fuckwads   
    
 ==Those French Admins==   
I got nearly fourty pages with shitgirl before I was caught. You should really get them to pay better attention. 

got commons
nice edits going on over that-shit girl on ever page so far of Jimbo's
You cannot stop me-I'm the gingerbread man!

MONGO STILL SAD?
commit suicide you fucking loser",0797d292f447d922,0,0,1,0,0,1
188,"Apparantly not, Chad. Guess you'll have to find another reason to manipulate Wikipedia administrators while running with your own bias in articles.",64c8b2b0ccd94ca0,0,0,0,0,0,0
189,"Dear Wikipedia assholes,

I regret to inform you that because of deletionist scum such as Gavin Collins and J Milburn, I am planning to terminate my life. You see, Wikipedia was my life, and these deletionist bastards have ruined and deleted everything that I have worked so very hard to create. I spent over three years contributing to Wikipedia, improving the site, sacrificing grades in school to add to a revolutionary encyclopedia, but because of these low-life dip-shits whom I abhor in every molecule of my body, I have discovered that it was all for nothing. So I end my life, and I hope this will bring the wrath and resentment of the world down upon these deletionist jackasses.

Sincerely,
Vern Cork",ca30ffce9d4c5398,0,1,1,0,0,1
190,"Stop vandalising people's hard work. You don't know anything about most subjects, so just kill yourself. And don't act like your all tough sitting behind a computer criticizing other people. P.S. Your mom is a dirty whore.",00e6757e6aea112a,0,1,1,0,0,1
191,I can’t believe you’re capable of harming anyone,91,0,1,0,0,0,0
192,"Why not respond to questions and why use more foul language? 

Why put who the F am I?

Why do you have to use fould language on such a public site where children can come and see?",685ebf5a82ce9b9a,0,0,0,0,0,0
193,"Issues with Knox 

Knox run things like Gala Days, festivals etc. and you know what? Along Redleaf Ave and the Pacific Hwy, they illegally park. Now, I know a friend who lives on the Pcfc Hwy in Wahroonga, and the snobby bastards from Knox come along and completely block people's driveways. They can't get out! However, it's not illegal and the people of Wahroonga complain to Ku-ring-gai Council and what do they get? Nothing! It's ridiculous that bastards like that can get away with it. Somebody needs to add another section on this article talking about this issue, so that people who want to know more about the school and also people who attend the school can realise just how much arrogant and jerky they are!",0735c7334d85c6aa,0,1,1,0,0,0
194,"Please do not add commercial links or links to your own private websites to Wikipedia, as you did in Computerized Maintenance Management System. Wikipedia is not a vehicle for advertising or a mere collection of external links. You are, however, encouraged to add content instead of links as long as the content abides by our policies and guidelines. If you feel the link should be added to the article, then please discuss it on the article's talk page rather than re-adding it. See the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.   A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.   (talk)",aa024317516f0a4e,0,0,0,0,0,0
195,"Thanks again for intervening again. As you know, we've all agreed to establish an executive summary/series liked to daughter articles. I'd like to know what you think of replacing the main article with this. BTW, as you can see, my Wiki-suicide attempt failed.  05:45, 31 Jul 2003 (UTC)",d96941794c5cc173,0,0,0,0,0,0
196,"Love bombing
You have emotional problems, get psyched",44b6f6da15cc7e79,0,0,0,0,0,1
197,"You. 

You're such a sad person, the fact you FAILED RfA makes me LAUGH!
I hope you get raped & murdered and you rot in hell you CUNT!",5d010d469500fe65,0,1,1,0,1,1
198,"Whatever! 

Whatever you fucking asshole. Anyways my teachers and friends tell me Wickipedia is totally unreliable for anything. Most of the information is total garbage. Besides I don't even care if you block me because it is pointless. So keep on poisoning people's minds with false information. Bye you bitch.",d38bf8799d8bfdad,0,1,1,0,0,1
199,Sorry. I should have written it as an opinion or a possibility rather than a fact. I should have said that some people or Christians claimed that he was so and so rather than saying that he was so and so. But it was true that some people claimed he was very bad and un-Christian.,407d709d36551cf8,0,0,0,0,0,0
200,"quick thing mate 

Give me a couple of reasons NOT to kill you plz. btw this is a shared IP adress on a school computer so don't even bother responding,",663301f1cb4b59e5,0,0,0,0,1,1
201,"""
To  The fact that i thought u were a female all along, proves that u are female in a man's body, which makes you a transgender. Now, i noticed that u are having your transgender talk all over here. Good for you. Its already tough enough being a transgender. Cyphoidbomb, your last sentence is """"As a man, I want his testicles revoked."""" You should tell """"As a transgender, I want his testicles revoked."""" I know, you want my testicles, because u wanna attach it to your body since u don't have it. Have fun doing the shittest job in the world, editing wiki. Loosers. Now cry all over again.  Comment Signed by JackThomas""",d6331c8f7f8a6863,1,1,0,0,0,1
202,"i'm no kin to the monkey/the monkey is no kin to me...shoot me now, so that i may suffer no longer",688025f852447934,0,0,0,0,0,1
203,"You raped my edit,  I think they should call you clueless bot.
202.92.40.8",ee2357ac704c37f8,0,1,0,0,0,1
204,Yes. Next question?,3522026f41447a37,0,0,0,0,0,0
205,How dare you call my History teacher an asshole! She's the kindest person ever! She wouldn't think it was fair that that asshole deleted my article! So you people are assholes!,927631e5f31f3502,0,1,1,0,0,1
206,If you don’t send me your pictures I’ll abduct you,70,0,1,1,1,1,1
207,"""Ok, maybe I'll ask you again. WHO THE HELL ARE YOU AND WHAT DO YOU WANT FROM ME?

And you seem like a shameless (or just very strange) person.

Criticising my language skills while you right like shit, editing my obviously-more-knowledgeable-than-you contributions, while just lowering the articles quality, and then even call me """"ignorant"""" but make some fantasy story to yourself about me """"personal attacking"""" you when your just being replied to.

But I've already seen some article that concluded that the Wikipedia editors are shown to some very arrogant and antisocial people, so I probably shouldn't be surprised about your strange actions and understanding of what's happening.   

""",e73157312c12fc47,0,0,0,0,0,1
208,she is also ranked as the third most powerful musician in the world.[5],5792e092e97ed88c,0,0,0,0,0,0
209,"this section 

this section is the wall of haters of turkish people, and it has nothing to do with them. i live in istanbul for 30 years and i have never heard about anatolianism or something like that. dear jimbny and others please drop the hate...",031f97a02a21e3ac,0,0,0,0,0,0
210,I wanted to punch him in the face,50,1,0,0,0,1,1
211,"We want to harm IBA’s environment so that its reputation
falls down",89,1,1,0,1,1,1
212,"At the end of the day though, you deserve each other. If you don't see how the link I provided isn't a BLP violation in the slightest, and nearly 24 hours after I posted it you still wanted to call such evidence of basic incompetence as mere 'allegations', then I hope you both take each other down into the depths of merry hell in future, because S&P; must be very emboldened now at seeing what they can acheive with very little knowledge at all, by simply crying infront of people like you. And as far as that sort of pathetic wikipolitics goes, that's at least one thing they do seem to have a learning capacity for. Just look at how many new words and phrases they've learned in that regard, just from that one ANI, which will no doubt come in handy the next time they fuck up and delete something for being a BLP violation when it isn't, or asking for signs of notability for in-article content, or any of the other stupid things he does, and repeats because he just won't be told, because he's an incompetent. I'm sure the project will flourish if it self-selects editors who only have that skill, while kicking out the ones who do know their arses from their elbows, and can actually write content without making a fucking balls up of it at step 1.",9876fdd9cab355c9,0,0,0,0,0,1
213,"Your creepy fucking head 

Hello jimmy boy,

I've just started editing this Wikipedia. When I go to other users pages I often find your creepy fucking head appearing from the left side of the screen.

It's disgusting. I'm an adult and I don't need a note from you.

Could you ask one of your programmers to stop having your creepy fucking head appear on the left side of people's screens? I've asked my brother to kill you if I have to see it again and he said he would.

Best regards,

 User Marskell",204eaa9d9e768e05,0,1,1,0,1,1
214,I understand if you hate me,42,1,0,0,0,0,0
215,"""One of the hardest things for new people, is to understand not only that this foundation exists, but what its letter and spirit is. (I keep emphasizing the spirit, because too often people fall prey to what we call """"wikilawyering"""")   """,888de25014585e45,0,0,0,0,0,0
216,"What are your motivations for Vandalizing articles?

You shoud consider more ethical behaviour. Your motivations might be from  racism to political. Whatever they are, you are a bad guy. Why did you choose Damiens as an Icon? This historical figure is not a good example. You should choose somebody less violent than an anarchist murderer.",2075d9532c2d93b9,0,0,0,0,0,1
217,"""

Your welcome and thanks, Seaphoto, and I've done new page patrolling. I'm trying to make an article for a DYK by using it in my user page before moving it to the public. I glad to see you're still Huggling. Huggle2 has been made now but I say you stay with Huggle. '''SLAM''' """,e730035383dc944a,0,0,0,0,0,0
